6.183772039761531447e-01	9.669945059006157528e-02	1.056538192297743040e+00	6.284387427380518920e-01	3.341359843865009394e-01	4.307479100478446288e-01	-4.090729379350922512e-01	-1.053051988683903595e+00	-3.424004871648723691e-01	-9.166286170169885006e-02	1.342518203726090320e+00	-3.323571958321731579e-01	1.005113879330016502e+00	3.039640044581676248e-01	1.548202216470414561e-01	3.572477383507809412e-01	-5.235077141787091159e-01	-2.828440731345016612e-02	-4.135272329314420015e-01	-5.644071622863193749e-01
6.355706843453911015e-01	1.020358489616869369e-01	1.018929988361288563e+00	6.387835279170006597e-01	3.920093852751143082e-01	4.759885733193982560e-01	-4.118117161967991269e-01	-1.016963610762117387e+00	-6.403219149704111324e-01	-1.761306382541632243e-01	1.455589115693507685e+00	-2.054614372732282979e-01	1.177873557357463241e+00	3.418534394595573733e-01	1.439190572754396324e-01	3.699649198546670070e-01	-7.574432999090611185e-01	-7.828893354860810838e-02	-4.189258330509594841e-01	-5.915243653181998518e-01
6.228986006550787380e-01	8.700723075090066594e-02	1.140972124389980191e+00	6.990774086012228050e-01	3.685411627396970036e-01	4.723136164391085745e-01	-3.978907474652255138e-01	-1.166704579501452788e+00	-6.266994396525229494e-01	-2.448846375295438416e-01	1.555845393845764590e+00	-2.600933104958014774e-01	1.140071013277108136e+00	4.903093977951092919e-01	1.443148677823987702e-01	4.135746733982134105e-01	-8.054841401218183483e-01	-1.301822001296093489e-01	-4.757036053352552973e-01	-6.343949491455143086e-01
6.384957738615042455e-01	7.922034989114590253e-02	1.164151837140397827e+00	7.511846252030600635e-01	3.970037914088363484e-01	4.738781066577415491e-01	-3.987050087656617281e-01	-1.215628238094637492e+00	-6.923023522530689089e-01	-3.122760580017837628e-01	1.599016981065224829e+00	-2.123845955842741384e-01	1.189170447417455367e+00	5.453314585989804675e-01	1.405128222513163383e-01	4.577515629107476447e-01	-9.194533961821699242e-01	-1.678808892771703754e-01	-5.381716608090839626e-01	-6.580924650957373778e-01
6.020022078324446246e-01	1.148454203002179375e-01	9.775057455566077413e-01	6.073470922763368751e-01	3.212716592034279284e-01	4.389571767436903915e-01	-4.172845331147886361e-01	-1.043846711959212081e+00	-4.424348749575199302e-01	-1.160414972767000452e-01	1.328660230338979620e+00	-2.935328762362094390e-01	9.768924718656859518e-01	3.259464067388073705e-01	1.391046605101737832e-01	3.182263400105277418e-01	-4.984196890126106894e-01	-6.523890856358216528e-02	-3.369227282270577661e-01	-5.461429654387576216e-01
6.372076885076426445e-01	1.029442868304807357e-01	9.747327473375926310e-01	5.327711101982851583e-01	3.375707758536632408e-01	4.243112236697189621e-01	-4.126320548387487075e-01	-9.543428780554212842e-01	-2.471869856526671128e-01	-2.325933466621660228e-02	1.277402295364780116e+00	-3.188545443933553103e-01	9.174776636268866525e-01	1.983046293786299707e-01	1.541527862625706735e-01	2.891495654719665187e-01	-4.428448838536987453e-01	-4.652783356953182903e-03	-3.077929071507953807e-01	-5.177939729663791901e-01
6.101399956225357357e-01	8.807606269136880606e-02	1.061930167393092983e+00	7.095869453475511790e-01	3.348814535877424614e-01	4.867779506637134879e-01	-4.171971491422147293e-01	-1.172582160739473744e+00	-6.602814382183008757e-01	-2.624347686647893751e-01	1.487409928359140654e+00	-2.685614849010835026e-01	1.118442904228662105e+00	3.778448986629613926e-01	1.502858432354874374e-01	4.153689229419291196e-01	-6.869593473897406266e-01	-9.655072030204114863e-02	-4.462323765311017043e-01	-6.021678420424974032e-01
6.160956157796755317e-01	8.716743021942230385e-02	1.089748890973032847e+00	7.017445442275379586e-01	3.545502333594992006e-01	4.757218347487223720e-01	-3.966230991873380129e-01	-1.170462791818260850e+00	-6.523254444097449367e-01	-2.751212778895828492e-01	1.527633823156512305e+00	-2.429167650342446971e-01	1.140806049754050200e+00	4.691526734890005268e-01	1.422055057533467837e-01	4.217684883675535956e-01	-7.767058825758993423e-01	-1.397732609448895102e-01	-4.577877212604403723e-01	-6.303155633764683241e-01
5.945329161157878461e-01	1.067922016031316312e-01	9.631779954038117708e-01	5.285520770874196916e-01	3.414231770275261146e-01	4.275989529569342307e-01	-4.196596661151401619e-01	-9.822282797488914863e-01	-2.040678943874853768e-01	-8.385824111704909267e-02	1.309284405868464507e+00	-2.884687911712110475e-01	9.147610130524823635e-01	2.502354998452305801e-01	1.564436358091123580e-01	3.085355425297434673e-01	-4.701243470794861379e-01	-5.537152946850287805e-02	-3.439422458948330763e-01	-5.408693535194541990e-01
5.982606679444296693e-01	9.687733250956775954e-02	1.034085844565395984e+00	5.954660523362474978e-01	3.475531579348600797e-01	4.428281825353036494e-01	-4.095570651301808640e-01	-1.060689600136376143e+00	-3.724828895375305593e-01	-1.058763797848163712e-01	1.354868741812610633e+00	-3.108831967028467536e-01	1.002010647375741303e+00	3.116356021966576462e-01	1.495631659673047897e-01	3.333855153967492657e-01	-5.775757755626339529e-01	-6.216015580330569446e-02	-3.675233982321031156e-01	-5.701625586322804917e-01
