-1.414723472934871218e+00	-2.087641778802649950e-01	2.205003621065898534e-01	-2.188839485437037435e-01	-3.930576005756360458e-01	-4.028874404074518356e-01	8.351280344388134491e-01	7.021954098365086328e-01	3.847828349387144575e-01	-8.871572500154573104e-01	-1.754064064280447255e+00	2.647326996801426802e-01	1.636866039760378477e-01	1.268755346363812375e+00	-2.438624329117868861e-01	7.395171119500818513e-01	-2.462069680400464922e-01	-3.015638172953149510e-01	2.111456373470275427e-01	2.438796207728697318e-01
-1.411103719787399680e+00	-1.144803154289538161e-01	1.290730931251911073e-01	-2.382021311087431092e-01	-4.301251172390524458e-01	-2.880962783254569226e-01	9.447650729352082832e-01	6.515739967634626151e-01	3.786344455299909262e-01	-9.454048939759358561e-01	-1.742078489247155026e+00	3.779380866149923968e-01	1.751250738964122977e-01	1.244564950028679062e+00	-2.381394089966979433e-01	7.617639666000548537e-01	-2.082769882003188133e-01	-1.588579238478173561e-01	3.041183151164704723e-01	1.624716712675116637e-01
-1.450413567202667231e+00	-4.983748692363476618e-02	1.156425174837880654e-01	-2.289711053500234073e-01	-3.961151676109810338e-01	-3.340238929475022323e-01	9.955709200965220385e-01	5.283432214710229724e-01	3.773561657136720315e-01	-9.240482846010389384e-01	-1.752266191035664500e+00	4.367780825936689593e-01	1.570869330855847457e-01	1.232578439483232202e+00	-2.340983324508958408e-01	7.708246304654906567e-01	-1.854018956406960350e-01	-6.852432140853870202e-02	2.325912716785614731e-01	2.403840949121811565e-01
-1.325708602696532346e+00	-3.982772632767685450e-01	2.876886039284340391e-01	-2.353440782193357839e-01	-4.365174326022979168e-01	-3.314867085405560632e-01	1.009158908434436785e+00	6.131174433761864551e-01	3.979284398937633638e-01	-8.274888242309413888e-01	-1.765706138899712840e+00	4.970414510055991553e-01	1.720674093304497276e-01	1.244249755243459488e+00	-2.391694636429222420e-01	8.247755290041540732e-01	-2.387685028808795296e-01	-2.620798635319637748e-02	5.759169819836817972e-02	3.330138909944959646e-01
-1.330671758567330443e+00	-1.085592000315067363e-01	1.258372885911667183e-01	-2.103360523432011853e-01	-3.998869864647026096e-01	-2.640589327519592966e-01	9.026443396350409820e-01	6.284161981096200167e-01	3.943139009759177860e-01	-9.750974833850692969e-01	-1.727074245081906323e+00	3.314730206245113386e-01	1.568167946083767195e-01	1.215404715929204960e+00	-2.163342056079526898e-01	7.453554345358106570e-01	-1.150064075499125926e-01	-1.871606708786111573e-01	1.703834975056074397e-01	2.160810963328063106e-01
-1.388571389991978267e+00	-5.249580569762078985e-01	1.008029312662859223e-01	-2.130219960191463979e-01	-3.965877831577672707e-01	-6.610884622626608254e-01	9.834853981515029320e-01	5.204395268714204770e-01	3.676610759496032887e-01	-8.140429728003848453e-01	-1.699392038091439572e+00	3.133998470305399131e-01	2.139750299964635616e-01	1.248036070933951081e+00	-2.399158983430796921e-01	7.564171610447696370e-01	-3.089912303961321882e-01	-4.877355539351272418e-01	2.229833717785047187e-01	3.197754170063623613e-01
-1.371576359833521330e+00	-1.343160652315719961e-01	1.201575183212482134e-01	-2.259797753782294416e-01	-4.253834293574319525e-01	-2.785208802929509675e-01	9.364018580967361505e-01	6.543297048741759658e-01	3.813702168828253525e-01	-8.987169980786831047e-01	-1.766135298880367355e+00	5.026413422455036084e-01	1.499498880599211548e-01	1.254161850344713836e+00	-2.353332492534657705e-01	6.884724317939467930e-01	-2.329563121299947359e-01	-2.020919622024100193e-01	2.731946298038360199e-01	2.561005755398308992e-01
-1.426153907993890968e+00	-1.052404627360811751e-01	1.175948550845428153e-01	-2.430120114319680447e-01	-4.744715713203092600e-01	-3.266499870016854601e-01	9.588570216182414896e-01	6.255627091194407852e-01	3.854980772261549227e-01	-1.043508569649166828e+00	-1.754118263198942929e+00	4.527714095477747835e-01	1.821107622583477692e-01	1.279920424906841436e+00	-2.504054227562181323e-01	7.938932959226603359e-01	-8.557133335960681597e-02	-7.959965577415281657e-02	2.140271227138672849e-01	1.618680914452382824e-01
-1.386633916189723426e+00	-4.992430910296184465e-01	7.105148595588250959e-02	-2.046071666673631162e-01	-4.127721835731029687e-01	-6.460593364691727958e-01	1.017029928698882202e+00	5.453181320020235034e-01	3.743712401378032073e-01	-7.991037343689095795e-01	-1.714557351622561399e+00	2.799532276339319892e-01	2.068388908077288812e-01	1.270582196967700694e+00	-2.421940485730994519e-01	7.871783867819357461e-01	-3.247795242617366185e-01	-5.039594242169185279e-01	2.102613001252153224e-01	3.133303910367395417e-01
-1.304887873281389554e+00	-1.393835062236291056e-01	8.274609682497391372e-02	-2.546468583658348939e-01	-3.773274122173374545e-01	-3.718112159113361459e-01	8.015990077122996382e-01	6.468680516215663534e-01	3.454491935677976855e-01	-9.504714268171259306e-01	-1.710439091487271135e+00	4.127059367329639072e-01	1.654074926980713123e-01	1.138805782978469461e+00	-2.351942660592941658e-01	6.842119228044017953e-01	-1.793541639950672895e-01	-1.711077547719131731e-01	2.565517806228261866e-01	2.458989571118186945e-01
